X1,X2,X3,X4
594871,0,713701,43412770
1144570,3,2031572,48341815
623221,1,573249,43408421
716472,0,710862,48344465
720628,1,665646,74527510
750227,1,725675,13275888
1256646,0,825683,48342474
1376868,0,726066,1756248
711734,0,727366,3103384
722304,0,743705,10571289
726096,2,2040565,1753779
703432,1,670561,49570392
719074,1,712829,1214923
715431,1,526409,11426770
715080,0,670037,14461166
681524,1,717479,48345899
713275,0,719053,52121376
1203962,3,1862537,52125824
729462,1,705098,1212972
951574,0,623419,66878957
765622,1,547388,48344348
713474,1,708917,1212669
702340,1,739913,11058667
710387,0,734151,74528262
712745,1,734575,63048522
671518,0,749048,31794337
665975,1,940825,74523344
745842,0,728527,14465535
694339,0,713909,49569035
743113,0,617366,49569514
665281,0,971512,66878326
893056,1,662369,52121261
711648,1,711336,48342969
670333,0,742963,10574682
780704,0,855775,48342761
712382,1,719389,48343420
709241,1,721912,11421334
713056,1,713410,1213531
713892,1,710647,1757646
580512,1,705995,48380599
708603,0,709741,1214051
709169,0,720629,25558062
741557,0,894735,57826080
674495,1,788359,48376315
710519,1,705782,1757351
748726,1,713336,25559899
715465,1,740233,10573274
713701,0,698175,28576542
713736,0,675362,43412090
803724,1,739489,25558608
668833,0,708200,10567810
586795,0,559141,80102424
637192,0,668132,66878715
596180,1,734159,43412562
690664,0,717869,11426436
716410,1,703108,3102815
702885,1,710902,1754163
703437,0,724507,1213424
707378,1,706476,14464838
627912,1,708330,66877035
693018,1,668044,74843094
708730,0,703012,1756813
631124,1,673765,56306316
769086,1,718691,52125337
717263,0,704534,10571652
703128,0,710407,1217061
667438,0,1376868,10572247
688755,1,802525,48344936
700015,1,705522,11421188
860896,1,714036,74839978
695920,1,711530,10572160
713639,1,850327,49571156
694337,1,705102,7846806
772572,1,845816,74522650
682481,1,646439,48346008
618547,1,774844,28580050
803632,1,713318,31794442
740850,0,678597,13276564
1071424,3,1812647,48341815
761589,0,721711,52123332
728598,1,703853,1755611
672305,1,589927,63052738
798883,0,712035,52120529
712990,1,743766,13274978
690841,1,689428,63048836
704892,0,620165,25563263
712653,0,623183,25562734
775721,0,723607,25557900
701530,0,713767,1755382
750770,1,708362,10567982
674554,1,706047,48379812
736875,0,702511,56306341
553286,0,717937,74839006
693341,0,670892,13279902
710346,1,713979,1210684
838820,1,631147,57825833
665359,0,713958,48378826
713400,2,2040565,11060383
712412,0,727279,3104103
740077,2,2040565,43407279
701112,0,792633,49567468
679579,0,685860,48376476
586348,0,711116,74523229
533550,1,568985,52125812
734634,0,709704,3102363
678358,1,708200,63049400
691925,1,578586,80102195
693592,0,722580,49569121
713563,1,707272,13274495
701948,1,713736,7846853
701506,0,708248,74837539
699426,1,725779,10572129
683144,2,2040565,56307319
1003509,1,926352,74527147
715386,0,703306,3107889
705328,1,673025,10574387
718387,1,829982,56308574
708175,0,720987,7852346
764020,0,707653,49567357
837482,0,727864,57828562
718566,0,688465,31789345
928542,0,721429,74843382
791410,1,712025,25558586
620899,1,664041,52120758
829830,1,696132,56303031
813621,1,713758,48381273
697122,1,712841,28578993
716548,0,733185,7850300
697167,1,717660,80102508
703122,1,639665,28579457
664510,1,716068,74837916
730001,1,723595,7851313
775323,1,673850,14460682
757548,1,729384,13273490
752287,1,713256,63046733
683342,1,707153,31793475
713275,1,713716,1210981
723040,0,711990,11060331
680361,0,715349,28580960
719871,1,674169,13276246
741332,0,717404,11058697
761172,0,718966,48381496
715001,1,717404,11058744
1225275,3,1966891,52125824
683617,1,716785,11420818
783090,0,626722,66878339
860523,0,712441,80099632
624659,1,759187,32215287
674462,1,394502,52125022
705301,1,720245,25557599
781962,1,753674,25558361
661015,0,758435,48379196
715825,0,789808,32213947
713468,0,728256,13278818
699410,0,707711,25560167
722786,0,711110,13279537
661036,2,2040565,10571798
719229,1,715311,43407196
755815,0,736015,48378072
736493,1,773800,48339441
714369,1,681996,11427614
684813,1,718292,14460730
743182,1,642632,25561153
711476,1,713056,1217210
783918,1,726025,57829503
768522,1,690425,48376439
695609,1,774992,14464979
706620,1,769340,48382437
705509,0,607829,66875337
713701,2,2040565,11059677
729923,1,667717,25558599
732483,0,713743,56307740
707883,1,724388,11424785
692909,0,718061,28575861
599162,1,712367,43412490
1963161,1,748872,52124272
745852,1,707014,32212963
799156,1,718167,25558220
648463,1,574665,48376934
624978,1,693108,57829164
706280,1,1376868,7848921
774556,0,742034,52122656
725736,1,704236,10567911
713639,0,596746,32217300
798470,1,593759,80098306
722035,0,713919,48380524
617852,1,750914,66876036
1021707,2,2040565,74839651
713909,0,553738,49565598
645058,1,673311,32214843
761877,1,725278,49571388
726824,0,713468,43410129
712424,1,708239,3105681
713892,0,676521,43412145
835752,0,711931,56307731
714119,1,741099,32213399
292073,0,710519,48344638
851536,0,760087,49565175
856541,1,725513,66878329
713474,0,661872,52120828
676237,1,713563,25559935
771262,1,810459,48342233
708689,0,947504,63050985
696737,1,580376,56307269
668072,1,292073,52123055
704356,1,761570,80101767
712967,1,620231,25563780
713958,1,721327,1756139
715219,1,707758,13280128
869880,0,644508,52126392
688341,0,720498,28575521
717327,1,695424,7851636
673475,0,714027,11060589
712896,0,729232,28576124
709327,0,713876,13277941
705226,0,629334,63051495
710732,1,688318,80097002
681878,0,617535,63052108
713165,0,745121,11423714
689290,1,156218,11060339
730097,0,719987,7850412
713318,1,707903,1211999
704814,1,727559,48342127
578675,0,713444,48342425
775323,0,768951,14460605
669845,1,719765,10568703
721206,0,761644,25561531
292073,0,721440,52126262
695015,1,712547,3103309
701752,2,2040565,13275048
681823,1,727868,14464607
702067,0,712089,25557664
713035,0,703437,1213455
690769,0,696419,49567148
658655,0,755500,80100564
143211,1,952509,74843447
694151,1,707688,80098618
714985,0,715343,1755327
1981017,1,744299,11055908
713005,1,712466,32211827
713701,0,732580,3106982
739693,1,713743,80098899
612688,0,1013055,80101528
713947,1,707371,25561478
711236,0,709658,48341560
713570,0,728889,1758843
721287,1,688909,52125833
713410,1,738566,25557585
731580,0,721910,13275308
645767,1,719718,52121756
692037,0,736134,28580111
676123,0,743472,74842543
714610,1,713159,1757092
723306,0,713743,1212382
775261,1,725539,52125885
700837,1,713005,1755892
723169,1,751996,11422472
682141,1,720447,10574335
714550,1,567244,43413088
693022,0,292073,48382728
769556,0,792029,28577126
667822,1,592752,74523109
713701,0,734298,11059677
702623,0,552313,57830051
722047,1,1981017,31793236
713346,1,674037,49567141
748906,1,697378,28578065
723467,1,748542,56308340
670755,1,711815,25562018
761742,1,777545,80097864
11825,0,772166,52120863
835887,1,802337,56308403
728204,1,713542,3103187
762371,0,772643,56304453
587242,1,658657,52120908
913363,2,2040565,74841731
755285,1,678571,57825251
677689,1,709318,7848403
780610,0,634668,48380563
692493,1,613250,74527159
559736,1,687648,43411899
732724,0,714585,3103638
759108,1,714292,63049068
770811,0,714521,28577631
707516,0,739983,52126133
1376868,0,594128,48380486
664080,1,711718,28574740
705349,1,716714,1213268
739749,0,696924,48382893
713736,1,699195,52123694
713627,1,709780,3107091
709150,0,724136,3100959
712653,1,728261,1215738
637872,0,688739,74841677
717255,1,687064,52121164
682317,0,662279,48340974
292073,0,721973,66873970
742997,1,730782,7852143
713767,0,722484,14462622
763822,1,673115,48341722
743920,1,713619,11423212
712997,0,715413,1753398
685789,1,750577,56305295
695839,1,769995,74839831
676746,1,678359,28578210
703021,0,717899,1214182
734407,1,640512,28580559
710548,1,766732,25557926
720012,1,713489,10573491
736348,1,951037,74524138
697527,0,1256646,10570362
716135,1,693091,28579599
706752,1,705197,1214506
685238,1,707383,48377245
744609,1,706716,32210578
729097,1,704546,11057667
713701,1,686465,13278300
645110,0,697165,56303107
713563,0,711380,1756458
720162,1,120053,31791600
649161,1,733290,56305141
791695,1,795160,48345464
623240,0,711046,28576819
735570,1,673364,43410615
737668,1,678643,32211006
711756,1,706779,1758356
453567,0,738825,11060819
671349,0,692588,52125216
681756,0,712911,7846749
676562,1,718375,63046286
718619,0,717317,3107097
1054804,3,1640328,52125824
760341,1,686783,28580153
686910,1,678539,25563210
754560,1,595077,52121127
716428,1,599861,31789422
708235,0,664200,49566287
713639,1,744846,11054515
881057,1,567300,63051650
675572,0,667920,14461090
909119,1,87913,74839521
672589,0,698077,10570858
676061,0,703984,7852517
714016,0,720586,11057575
711589,0,723139,66879138
683276,1,833624,52124055
751900,1,742924,52121777
715278,0,717551,28575553
711718,0,698274,28574734
676423,0,712489,32210648
701441,0,711036,28578332
790782,0,821515,80096481
769602,1,738841,31794554
706427,1,717668,80097197
690543,1,821772,48345645
1161087,3,1555394,52125824
857949,0,713968,57828209
652041,0,870445,80096486
893454,1,801287,80097009
689598,1,899053,74527642
733213,0,713743,48379507
733057,1,712960,48345352
726877,1,675144,7850564
716227,0,706224,74528610
720512,1,757548,48377133
713923,0,825916,80098400
716898,1,847680,56303724
729188,1,711794,14464181
744024,0,714585,57826712
713619,0,705381,11059483
659312,0,778841,49568431
709446,0,733351,3102822
714496,1,673026,7850435
713245,1,801091,48382038
756196,0,741971,11424424
851293,0,552377,48381269
712035,1,718631,25559627
713814,1,674889,25564254
713429,0,689173,28575654
772182,1,747075,25558200
596412,1,700130,31790382
633807,1,532999,57824981
703339,0,704228,11422351
712089,0,720906,1212351
826320,0,714285,43409135
763968,0,556595,48379617
731846,1,705537,3105555
657727,1,713400,25558587
680709,1,710979,49566965
738943,0,743086,11053813
710552,2,2040565,11053875
531948,0,699750,57827951
726233,0,670115,7846062
716225,0,673151,7846562
535460,1,708143,63050146
692662,0,661003,13275846
669099,1,706403,52122782
714225,1,731151,11059084
732945,1,648637,28579949
728298,1,703888,74528933
701495,0,679600,25563877
735847,0,592491,49565167
701171,0,1019636,74525961
665650,0,665079,56307245
591399,1,690863,31790799
756992,2,2040565,13278126
733406,1,748687,11422699
731041,0,677322,11057575
716406,1,850450,48341108
904834,0,904835,56302934
695286,0,745854,25559138
660623,1,593307,43410805
717431,0,723637,1216554
770897,0,755233,56305617
1376868,0,713357,56303719
754205,0,614968,43410622
600318,0,729820,28575731
733659,1,767401,56303032
894700,1,719713,56305760
702022,0,737395,52126585
706629,1,586465,56304505
636621,0,734254,25561543
545550,1,694900,80100522
669046,1,700739,28576244
906224,1,702175,56308007
713256,0,681963,14465293
680379,0,739038,49569690
672898,0,689045,63047041
712733,0,709498,3106832
723237,0,732935,3100971
702877,1,733344,52122322
733909,0,453567,13274135
697157,1,800118,43410001
730504,1,713563,7850913
664539,1,754344,11422137
653176,1,857138,80098980
793200,1,799782,52126435
711739,0,697068,11423394
712574,0,712967,11055325
689396,1,742859,13275708
715198,0,725502,7845992
678220,0,650771,43412116
698493,0,713767,3102427
728059,0,702729,48378779
720765,1,734820,28579050
719311,0,727375,11056951
679535,0,570492,48382175
715361,1,716748,3101808
717373,0,733033,56307690
1376868,0,739439,14459112
713336,1,715659,1755524
718804,0,752374,57829412
713701,0,685064,31792828
682616,0,677574,48342500
782606,1,712905,49567398
693305,1,614851,28576797
732001,1,695605,3107853
342692,0,575163,57825548
725311,0,769232,31789540
546927,1,601884,56307181
593492,1,687456,31788563
711866,2,2040565,74840360
681530,2,2040565,14465212
755458,1,686483,57827533
691829,1,713639,7848606
709474,0,714489,28577813
712829,0,747889,11424257
769166,0,851193,49569059
708220,1,664742,74839733
809270,0,898629,66878016
716519,1,721814,11057442
727328,0,786601,48341338
707674,0,715087,48378054
540966,1,714672,48343721
806662,1,721444,43410098
674959,1,678436,13276492
767878,0,714757,13273118
762857,1,723122,66874110
667563,0,595268,31791576
839516,0,639755,49566658
713909,0,715039,31795621
716054,1,713958,1757611
1376868,0,707331,31795294
738001,1,736182,48340536
714248,1,347566,32212069
723825,0,775425,25559228
736798,1,678829,14460420
734547,0,707998,48341097
714571,0,713876,10570061
829792,0,560924,49570973
680900,1,730450,10573583
1826965,1,652043,31790722
700554,0,634954,28577118
744668,1,715950,7851720
711147,0,715781,7845983
940388,1,715158,66880549
710995,0,704855,13278469
626880,1,693533,66880284
709223,0,724052,1756435
712923,0,629070,66876746
737669,0,577773,74528962
258912,1,601322,48344918
706406,0,1376868,31794961
688074,1,659743,11060943
739453,0,620201,25557674
756361,1,611495,74526810
740726,0,729797,57826279
714083,0,712646,1217260
709911,0,1963161,3101455
723980,1,695525,7847207
578053,1,784231,31788989
712620,1,717687,1758220
753966,0,732504,13274038
715977,0,633691,49564789
715790,0,721675,10568416
728468,1,783018,48377408
811402,0,467526,74524769
863666,1,646918,56307050
758633,1,727954,25564430
790399,1,613338,43410567
714867,1,781535,57829433
732938,1,730051,14464668
634313,1,694351,25561373
626524,0,714205,48339920
735187,1,674393,48345501
707599,1,670589,57824977
769198,1,600857,32210913
698814,2,2040565,10569390
630644,1,1376868,74525538
731652,1,743014,80100023
668827,0,719194,80097728
712810,0,757976,28578755
969089,2,2040565,48379795
720193,1,658890,11058637
704413,1,715251,14460431
651295,0,719935,66880832
702738,1,682172,31794252
677035,1,699685,14459558
770494,0,648831,57826798
724593,1,872890,56305239
711853,1,728917,11059797
801819,1,642830,25561263
714142,0,733960,43411918
674294,0,688275,28579387
240292,0,719244,49571385
556595,0,684241,48379628
745494,0,733832,49570677
672268,1,708013,31791910
716384,0,594831,56307502
714056,1,713245,1759862
736037,1,754862,43409754
878507,1,702507,57829790
688982,1,697015,13273273
721405,1,713701,28575158
720926,1,700327,32210473
696562,0,733133,31791504
717115,0,690326,7852260
709512,0,683527,74838089
814756,1,804105,48344931
830315,0,660483,48340803
682766,0,724240,80098907
828749,0,703994,52120942
669646,0,741979,11053920
714083,1,720756,28574017
700118,0,713725,28576373
728042,1,720351,1214923
713275,1,752725,11427249
594831,2,2040565,49570050
780821,1,553116,48346185
698814,0,715399,10569390
725634,1,713410,13278061
650429,1,720940,63052052
713159,1,654931,49566987
697136,0,724635,3104691
820155,0,571550,43407496
583654,0,650937,52124499
672167,0,12634,11424684
750729,1,712489,14461864
704186,0,895680,56305648
712900,0,713245,11424834
743824,1,679719,57830548
1094622,3,1674364,48341815
713814,1,720379,1212321
753743,0,641730,28578801
733431,1,615534,57827655
891579,2,2040565,56304504
539070,1,776798,56304046
685977,1,708135,74840640
711594,0,713639,1754014
676968,0,1019652,74528916
785632,1,743751,31794240
713410,0,704416,48378327
767332,1,715413,74527911
663613,0,727464,14463006
714197,0,690013,11057738
713876,1,723620,32214682
687213,1,710841,32215589
712821,1,709745,10573295
717360,0,692965,48345349
719089,0,690549,11060765
811713,1,712031,52121208
621165,1,717992,28580313
713474,0,604472,74838257
690702,1,677202,7850076
741207,1,741955,7851104
607085,1,693907,49567863
743472,0,712967,74842509
711339,0,712640,1212507
722543,1,661721,14465241
761691,1,713701,57829563
759599,0,694687,48378504
722503,2,2040565,56304617
714036,0,709611,31795537
764137,0,733797,14462161
662086,1,565266,80100911
713052,0,725061,1212059
681791,1,680619,7845963
746552,0,700939,11060312
776279,0,715495,74838537
713855,1,723125,14459842
717692,0,781240,32216154
543545,0,610692,80095864
713173,0,726572,10569764
921022,1,698465,80097092
717595,1,547028,63050271
648398,1,673286,80096330
659579,1,742878,31792121
1981017,0,707791,43406658
713919,1,713346,1754481
714476,0,547896,66880455
731863,1,752159,43409754
535165,0,1033087,80095865
711131,1,706845,3102502
784198,0,703511,31793435
703169,1,678332,11427564
727567,2,2040565,7849433
731654,1,707752,43410448
782583,1,713956,63048976
739603,0,745924,14463562
706028,1,714248,28578178
718745,2,2040565,3103041
716139,2,2040565,57828439
684947,1,674151,32211922
726180,1,604652,48379372
665597,2,2040565,43411186
679384,0,719399,25561509
696643,0,712085,1758711
855510,2,2040565,80097345
683111,1,698152,11426791
777169,0,798686,48378787
727799,1,710067,1217071
711435,1,744769,28580945
707428,1,744209,25557824
738316,0,713855,10573468
690589,1,727090,11421381
642893,0,701909,57824697
712938,1,712803,11425960
769893,1,707425,80098907
724136,2,2040565,3100964
713474,1,710890,1215191
728598,1,742826,56305519
731376,1,698535,3107905
716039,1,699697,32216679
710388,1,931344,74842417
762490,1,717409,74524867
932025,1,718452,66879211
712312,1,725917,25563925
757735,0,709443,31788650
741249,1,713743,32212320
764426,0,749791,43411845
713127,1,688222,43412114
697801,0,739405,7846749
593610,1,706700,63050052
798247,0,698191,28577241
712582,1,719876,1214443
797250,1,762682,66879424
813850,1,597881,74524516
702833,0,717767,10574906
709405,0,713275,57830653
722220,1,713224,1214175
713489,1,713357,48341734
741594,0,702753,13277204
786994,1,723151,32210825
727467,1,721255,1755864
733996,0,733861,28576991
667822,0,884733,74523127
728678,1,723980,7851892
705043,0,947505,63051346
979051,1,602015,80098545
728610,0,1376868,1753480
707451,0,738396,14461653
723399,0,721979,1213418
712680,1,695552,48382937
713563,1,708992,7847006
948868,0,707084,66880245
930470,1,735850,74524256
675173,1,726522,11058960
234873,0,730987,57829721
715272,0,722330,1215519
711424,1,714659,13278044
710492,0,1376868,1756856
751118,0,715062,32216964
844651,1,714545,74529118
690598,1,807793,49566263
642230,1,668862,56305642
713468,0,726954,48339307
776610,1,721618,48378584
856003,1,753290,48382280
713725,1,756223,13276767
794091,0,712761,66873847
714981,0,679033,49571599
792527,0,713275,32211017
760055,0,636149,74842312
716936,1,727418,3104890
831863,0,696661,57830974
769634,1,753546,31790047
752188,1,679040,14463833
620412,1,707783,66875555
713909,1,713266,11056848
714027,0,640284,80099379
710433,0,736364,56303696
688565,1,631592,74523251
720808,0,699199,3105446
699388,0,742142,14464039
708737,1,729419,1217420
703244,1,710923,11055142
711345,1,785515,52124171
659304,1,713872,66873835
699744,0,576992,74523703
712553,1,711512,1212970
690252,1,727348,63049638
704660,1,828591,48342528
799177,1,712905,52126332
713336,1,713214,1216527
720641,1,714116,7852132
699775,0,675076,10570958
715900,1,726225,1217152
799768,0,668679,49570243
727855,1,717336,1216029
678073,0,706696,48377347
796162,1,708472,43411283
740544,1,710438,32212096
700617,1,750835,74841974
739946,0,794596,43413689
1376868,1,712984,48377598
716696,0,668969,25564420
737411,1,744651,10574721
356508,1,697783,56307607
690028,1,708129,52122907
683431,0,595422,57829055
654716,1,714922,57829461
675869,1,687608,52121181
715889,0,718863,1213770
942964,0,705669,74524474
756186,2,2040565,11421449
713214,1,713494,31790174
981001,1,728466,74843933
712142,1,662341,66875617
699366,0,739353,28573856
740082,1,813388,66880053
710043,1,779036,63046978
731364,0,674731,74840920
734986,0,707020,57825346
699473,2,2040565,74841342
700983,0,728741,1753221
719644,1,543896,57830766
782402,1,661578,80102449
707973,1,713275,1216609
725628,1,713224,48345645
435343,1,706861,49564789
737665,1,767202,63048650
664229,1,757252,57827596
717503,1,718868,1755695
714550,1,710775,31788767
635338,1,700699,28573831
772594,1,799438,49567039
725921,1,698918,80096115
698840,0,710063,1755177
693552,0,700859,14460108
713701,0,793393,56307278
904866,0,852971,56306721
719399,1,713275,3104209
560826,1,715659,43412487
716528,1,734285,31788680
718726,0,685672,14463938
673089,1,680627,10570502
607535,1,700530,56302461
714340,1,565341,49565782
606799,1,702004,80097063
677975,0,711734,49566372
691202,0,292073,43410435
774792,1,672375,63049540
579517,0,538241,48340826
758667,1,551133,57825839
743063,0,734728,25562064
723399,2,2040565,1213418
722755,1,728152,10569878
578232,1,793288,32217323
685456,1,625703,74525563
767904,0,765771,13278550
737195,1,712604,57828282
713378,0,751243,11058421
714431,1,711493,10574221
555319,0,714065,74525507
714225,1,557675,48341879
782616,0,695499,48382908
604805,1,713997,28576564
712911,0,713701,1216613
731639,0,725166,10567933
673191,1,691622,57826207
613112,1,835950,52124082
743332,1,713909,49565556
711177,1,710631,63047322
743580,1,578314,49567418
711869,1,715747,11058429
718243,0,729345,1217720
763637,0,661354,49565635
721341,1,729000,1217563
713876,0,453567,13279036
713873,0,714083,10572931
815809,0,657836,48343170
730012,0,713814,14465772
1256646,0,713245,1216029
699078,0,729589,10568041
720935,1,716509,48379282
707930,1,702597,48378339
714265,1,714216,1756809
713687,1,707804,11423578
718056,0,712941,25563874
709336,1,714369,1210986
716639,0,715701,28579428
738692,0,751483,66878598
708603,1,673688,56305265
712517,1,1981017,1215351
713767,0,718417,1212615
739318,0,738953,48379332
796544,1,689025,48344498
639150,0,709556,25564037
693258,1,645045,63047791
695221,1,670575,63051933
695943,1,670350,7851604
790103,1,744789,80097872
1963161,1,755700,13274064
719084,1,822599,63046483
683276,0,732568,49565697
664448,1,718352,10571361
920719,1,954128,56306999
707799,1,755489,32211518
824205,0,568097,74839597
712252,1,709611,1211209
585738,1,692332,74838749
763852,0,723871,28579936
540482,0,740723,43412267
741994,1,695580,11054576
713389,1,716705,7852801
687715,0,706783,57825289
711502,1,727474,1758647
708963,1,784500,31794814
678060,0,532849,56302560
724317,1,714350,3103064
713245,1,716790,1759829
680570,1,698279,66873872
713968,0,704835,1216710
