X1,X2,X3,X4,Time
713336,2,2040565,1149357,1214261
726673,2,2040565,1149663,1214261
453567,2,2040565,1149838,1214261
453567,2,2040565,1149903,1214261
710010,2,2040565,1149924,1214261
708830,2,2040565,1150138,1214261
713275,2,2040565,1150165,1214261
714225,2,2040565,1150207,1214261
715420,2,2040565,1150228,1214261
720036,2,2040565,1150376,1214261
709909,2,2040565,1150378,1214261
726620,2,2040565,1150418,1214261
716010,2,2040565,1150645,1214261
717673,2,2040565,1150689,1214261
713474,2,2040565,1150742,1214261
711104,2,2040565,1151030,1214261
723285,2,2040565,1151324,1214261
713743,2,2040565,1151352,1214261
715622,2,2040565,1151507,1214261
704702,2,2040565,1151626,1214261
714985,2,2040565,1151858,1214261
1376868,2,2040565,1152167,1214261
707073,2,2040565,1152213,1214261
723142,2,2040565,1152473,1214261
704688,2,2040565,1153532,1214261
712466,2,2040565,1153540,1214261
713165,2,2040565,1153592,1214261
716313,2,2040565,1153611,1214261
720437,2,2040565,1153673,1214261
292073,2,2040565,1153677,1214261
717856,2,2040565,1153677,1214261
724647,2,2040565,1153699,1214261
712447,2,2040565,1153793,1214261
725564,2,2040565,1153986,1214261
1963161,2,2040565,1154116,1214261
717399,2,2040565,1154119,1214261
711673,2,2040565,1154288,1214261
711633,2,2040565,1154438,1214261
705553,2,2040565,1154510,1214261
714275,2,2040565,1154605,1214261
717331,2,2040565,1154670,1214261
711622,2,2040565,1154769,1214261
714340,2,2040565,1154890,1214261
724109,2,2040565,1155127,1214261
1376868,2,2040565,1155137,1214261
347566,2,2040565,1155171,1214261
729249,2,2040565,1155385,1214261
716864,2,2040565,1155396,1214261
713701,2,2040565,1155529,1214261
717068,2,2040565,1155664,1214261
713701,2,2040565,1155865,1214261
714902,2,2040565,1155890,1214261
728291,2,2040565,1156014,1214261
712247,2,2040565,1156297,1214261
704339,2,2040565,1156529,1214261
1376868,2,2040565,1156617,1214261
713736,2,2040565,1156783,1214261
714265,2,2040565,1156831,1214261
707775,2,2040565,1157022,1214261
717499,2,2040565,1157145,1214261
720546,2,2040565,1157680,1214261
705902,2,2040565,1157879,1214261
718357,2,2040565,1157910,1214261
708575,2,2040565,1158008,1214261
1963161,2,2040565,1158086,1214261
729303,2,2040565,1158102,1214261
705533,2,2040565,1158376,1214261
713489,2,2040565,1158525,1214261
712900,2,2040565,1158591,1214261
715533,2,2040565,1158601,1214261
703421,2,2040565,1158688,1214261
710636,2,2040565,1158741,1214261
715107,2,2040565,1158821,1214261
709539,2,2040565,1158959,1214261
712582,2,2040565,1159051,1214261
729143,2,2040565,1159121,1214261
718497,2,2040565,1159147,1214261
725469,2,2040565,1159291,1214261
714578,2,2040565,1159308,1214261
727763,2,2040565,1159443,1214261
707099,2,2040565,1159807,1214261
721554,2,2040565,1159924,1214261
722117,2,2040565,1160169,1214261
719691,2,2040565,1160303,1214261
721702,2,2040565,1160343,1214261
719454,2,2040565,1160465,1214261
713468,2,2040565,1160484,1214261
727357,2,2040565,1160485,1214261
709550,2,2040565,1160679,1214261
720798,2,2040565,1160725,1214261
709693,2,2040565,1160875,1214261
714469,2,2040565,1161040,1214261
720981,2,2040565,1161082,1214261
716939,2,2040565,1161307,1214261
718754,2,2040565,1161464,1214261
704817,2,2040565,1161667,1214261
711006,2,2040565,1161679,1214261
712496,2,2040565,1161827,1214261
719953,2,2040565,1161943,1214261
713245,2,2040565,1161945,1214261
712340,2,2040565,1162263,1214261
713701,2,2040565,1162318,1214261
714748,2,2040565,1162332,1214261
708928,2,2040565,1162418,1214261
713332,2,2040565,1162704,1214261
715653,2,2040565,1162874,1214261
712886,2,2040565,1162911,1214261
713400,2,2040565,1163008,1214261
704696,2,2040565,1163126,1214261
707323,2,2040565,1163225,1214261
713979,2,2040565,1163266,1214261
712686,2,2040565,1163280,1214261
729390,2,2040565,1163321,1214261
710868,2,2040565,1163517,1214261
708286,2,2040565,1163757,1214261
292073,2,2040565,1163877,1214261
713639,2,2040565,1164113,1214261
719713,2,2040565,1164182,1214261
719079,2,2040565,1164247,1214261
708906,2,2040565,1164478,1214261
713876,2,2040565,1164604,1214261
706288,2,2040565,1165187,1214261
720733,2,2040565,1165443,1214261
713876,2,2040565,1165446,1214261
715573,2,2040565,1165589,1214261
706821,2,2040565,1165743,1214261
722032,2,2040565,1165760,1214261
712312,2,2040565,1165972,1214261
715573,2,2040565,1165985,1214261
708413,2,2040565,1166014,1214261
714416,2,2040565,1166026,1214261
715366,2,2040565,1166158,1214261
713919,2,2040565,1166435,1214261
713701,2,2040565,1166449,1214261
713346,2,2040565,1166493,1214261
713563,2,2040565,1166951,1214261
713619,2,2040565,1167019,1214261
707840,2,2040565,1167048,1214261
712990,2,2040565,1167087,1214261
715856,2,2040565,1167103,1214261
714616,2,2040565,1167115,1214261
722067,2,2040565,1167140,1214261
713444,2,2040565,1167165,1214261
718375,2,2040565,1167384,1214261
725927,2,2040565,1167652,1214261
711498,2,2040565,1167670,1214261
710105,2,2040565,1167748,1214261
715420,2,2040565,1167906,1214261
714501,2,2040565,1167982,1214261
722358,2,2040565,1167990,1214261
710720,2,2040565,1168050,1214261
713639,2,2040565,1168105,1214261
292073,2,2040565,1168120,1214261
709832,2,2040565,1168324,1214261
714394,2,2040565,1168435,1214261
713563,2,2040565,1168927,1214261
710422,2,2040565,1168950,1214261
726946,2,2040565,1169099,1214261
713738,2,2040565,1169235,1214261
709622,2,2040565,1169386,1214261
711016,2,2040565,1169427,1214261
713062,2,2040565,1169534,1214261
713020,2,2040565,1169569,1214261
729484,2,2040565,1169859,1214261
718721,2,2040565,1169877,1214261
713012,2,2040565,1169964,1214261
714666,2,2040565,1170034,1214261
711800,2,2040565,1170286,1214261
727871,2,2040565,1170676,1214261
712412,2,2040565,1170794,1214261
729112,2,2040565,1170933,1214261
707707,2,2040565,1171018,1214261
714773,2,2040565,1171153,1214261
729519,2,2040565,1171181,1214261
704613,2,2040565,1171215,1214261
707193,2,2040565,1171218,1214261
722415,2,2040565,1171303,1214261
718665,2,2040565,1171346,1214261
712878,2,2040565,1171351,1214261
720259,2,2040565,1171396,1214261
704303,2,2040565,1171719,1214261
713429,2,2040565,1171809,1214261
715298,2,2040565,1171863,1214261
712718,2,2040565,1171878,1214261
714557,2,2040565,1171997,1214261
716995,2,2040565,1172106,1214261
703912,2,2040565,1172397,1214261
714748,2,2040565,1172432,1214261
707435,2,2040565,1172513,1214261
723604,2,2040565,1172570,1214261
721662,2,2040565,1172608,1214261
712620,2,2040565,1172942,1214261
705620,2,2040565,1172964,1214261
725022,2,2040565,1173052,1214261
715008,2,2040565,1173132,1214261
710923,2,2040565,1173134,1214261
729191,2,2040565,1173238,1214261
713336,2,2040565,1173399,1214261
710387,2,2040565,1173419,1214261
717518,2,2040565,1173523,1214261
725694,2,2040565,1173758,1214261
709611,2,2040565,1173787,1214261
713639,2,2040565,1173801,1214261
709179,2,2040565,1173831,1214261
714550,2,2040565,1173946,1214261
712481,2,2040565,1174040,1214261
715185,2,2040565,1174059,1214261
710552,2,2040565,1174096,1214261
721964,2,2040565,1174144,1214261
707383,2,2040565,1174157,1214261
712210,2,2040565,1174221,1214261
729313,2,2040565,1174324,1214261
713357,2,2040565,1174401,1214261
729557,2,2040565,1174457,1214261
709175,2,2040565,1174534,1214261
724512,2,2040565,1174687,1214261
729564,2,2040565,1174687,1214261
713563,2,2040565,1174776,1214261
713979,2,2040565,1174951,1214261
707924,2,2040565,1175215,1214261
711000,2,2040565,1175395,1214261
1376868,2,2040565,1175404,1214261
713892,2,2040565,1175418,1214261
713947,2,2040565,1175728,1214261
713701,2,2040565,1175824,1214261
727210,2,2040565,1175896,1214261
714985,2,2040565,1176082,1214261
712540,2,2040565,1176201,1214261
713400,2,2040565,1176247,1214261
714180,2,2040565,1176282,1214261
719708,2,2040565,1176904,1214261
713701,2,2040565,1177053,1214261
713653,2,2040565,1177078,1214261
721612,2,2040565,1177111,1214261
716820,2,2040565,1177158,1214261
716035,2,2040565,1177207,1214261
714163,2,2040565,1177541,1214261
719154,2,2040565,1177632,1214261
713968,2,2040565,1177702,1214261
716347,2,2040565,1177733,1214261
718243,2,2040565,1177820,1214261
713701,2,2040565,1177837,1214261
707791,2,2040565,1178019,1214261
713045,2,2040565,1178057,1214261
708231,2,2040565,1178144,1214261
713693,2,2040565,1178441,1214261
720415,2,2040565,1178454,1214261
1066593,2,2040565,1178458,1214261
708515,2,2040565,1178964,1214261
712473,2,2040565,1179063,1214261
713639,2,2040565,1179078,1214261
729631,2,2040565,1179115,1214261
704319,2,2040565,1179191,1214261
713474,2,2040565,1179204,1214261
712849,2,2040565,1179245,1214261
724795,2,2040565,1179555,1214261
709512,2,2040565,1179585,1214261
707439,2,2040565,1179683,1214261
720631,2,2040565,1179703,1214261
719566,2,2040565,1179848,1214261
711661,2,2040565,1180032,1214261
722038,2,2040565,1180180,1214261
718582,2,2040565,1180189,1214261
709812,2,2040565,1180810,1214261
722058,2,2040565,1180822,1214261
712948,2,2040565,1180842,1214261
724293,2,2040565,1180895,1214261
723644,2,2040565,1181157,1214261
713468,2,2040565,1181426,1214261
708490,2,2040565,1181742,1214261
723350,2,2040565,1181761,1214261
704382,2,2040565,1181820,1214261
712510,2,2040565,1182014,1214261
713563,2,2040565,1182206,1214261
707047,2,2040565,1182277,1214261
258687,2,2040565,1182595,1214261
725242,2,2040565,1182718,1214261
723783,2,2040565,1182808,1214261
723477,2,2040565,1182835,1214261
713194,2,2040565,1182959,1214261
720082,2,2040565,1183001,1214261
712767,2,2040565,1183017,1214261
715212,2,2040565,1183123,1214261
726662,2,2040565,1183148,1214261
716785,2,2040565,1183179,1214261
729011,2,2040565,1183203,1214261
722434,2,2040565,1183220,1214261
720055,2,2040565,1183321,1214261
722312,2,2040565,1183334,1214261
711410,2,2040565,1183383,1214261
711910,2,2040565,1183681,1214261
714301,2,2040565,1183683,1214261
713489,2,2040565,1183809,1214261
713234,2,2040565,1183840,1214261
709563,2,2040565,1183938,1214261
708906,2,2040565,1184019,1214261
716764,2,2040565,1184181,1214261
708533,2,2040565,1184285,1214261
707237,2,2040565,1184306,1214261
712886,2,2040565,1184395,1214261
712653,2,2040565,1184659,1214261
713489,2,2040565,1184662,1214261
713716,2,2040565,1184689,1214261
704228,2,2040565,1184860,1214261
713159,2,2040565,1185021,1214261
711020,2,2040565,1185045,1214261
713743,2,2040565,1185184,1214261
713701,2,2040565,1185227,1214261
713619,2,2040565,1185315,1214261
703833,2,2040565,1185343,1214261
714649,2,2040565,1185473,1214261
717701,2,2040565,1185567,1214261
713892,2,2040565,1185777,1214261
711419,2,2040565,1185898,1214261
727260,2,2040565,1185973,1214261
713366,2,2040565,1186069,1214261
717484,2,2040565,1186210,1214261
713919,2,2040565,1186211,1214261
712892,2,2040565,1186237,1214261
703493,2,2040565,1186599,1214261
703180,2,2040565,1186817,1214261
704270,2,2040565,1186937,1214261
712466,2,2040565,1187178,1214261
723601,2,2040565,1187222,1214261
712733,2,2040565,1187350,1214261
713701,2,2040565,1187457,1214261
715298,2,2040565,1187473,1214261
715164,2,2040565,1187486,1214261
710095,2,2040565,1187618,1214261
718512,2,2040565,1187645,1214261
712060,2,2040565,1187719,1214261
713474,2,2040565,1187737,1214261
713909,2,2040565,1187793,1214261
708059,2,2040565,1188102,1214261
722949,2,2040565,1188375,1214261
719984,2,2040565,1188630,1214261
729782,2,2040565,1188834,1214261
715950,2,2040565,1188877,1214261
728067,2,2040565,1188917,1214261
711258,2,2040565,1189135,1214261
713725,2,2040565,1189280,1214261
728358,2,2040565,1189298,1214261
719159,2,2040565,1189326,1214261
706504,2,2040565,1189365,1214261
703727,2,2040565,1189412,1214261
723317,2,2040565,1189535,1214261
714659,2,2040565,1189651,1214261
709252,2,2040565,1189699,1214261
713366,2,2040565,1189712,1214261
713266,2,2040565,1190116,1214261
718310,2,2040565,1190154,1214261
729814,2,2040565,1190185,1214261
710662,2,2040565,1190206,1214261
721096,2,2040565,1190431,1214261
711221,2,2040565,1190649,1214261
714036,2,2040565,1190807,1214261
728267,2,2040565,1190830,1214261
707063,2,2040565,1191006,1214261
716776,2,2040565,1191211,1214261
713336,2,2040565,1191215,1214261
729851,2,2040565,1191291,1214261
719108,2,2040565,1191307,1214261
712911,2,2040565,1191375,1214261
713410,2,2040565,1191387,1214261
713743,2,2040565,1191503,1214261
706298,2,2040565,1191597,1214261
713284,2,2040565,1191681,1214261
713540,2,2040565,1191784,1214261
722772,2,2040565,1191858,1214261
712312,2,2040565,1192070,1214261
713855,2,2040565,1192105,1214261
716509,2,2040565,1192168,1214261
728903,2,2040565,1192276,1214261
713056,2,2040565,1192288,1214261
715785,2,2040565,1192561,1214261
706662,2,2040565,1192657,1214261
713245,2,2040565,1192794,1214261
713639,2,2040565,1192907,1214261
713892,2,2040565,1193041,1214261
703413,2,2040565,1193055,1214261
715998,2,2040565,1193097,1214261
706991,2,2040565,1193120,1214261
714416,2,2040565,1193195,1214261
704702,2,2040565,1193233,1214261
705775,2,2040565,1193234,1214261
718407,2,2040565,1193539,1214261
718255,2,2040565,1193591,1214261
713892,2,2040565,1193655,1214261
728883,2,2040565,1193729,1214261
719244,2,2040565,1193741,1214261
718876,2,2040565,1193851,1214261
713346,2,2040565,1193899,1214261
713701,2,2040565,1194535,1214261
714007,2,2040565,1194573,1214261
715318,2,2040565,1194786,1214261
713563,2,2040565,1194865,1214261
726734,2,2040565,1194899,1214261
705082,2,2040565,1194944,1214261
710438,2,2040565,1195004,1214261
714265,2,2040565,1195047,1214261
453567,2,2040565,1195063,1214261
710879,2,2040565,1195279,1214261
715205,2,2040565,1195281,1214261
713563,2,2040565,1195301,1214261
729032,2,2040565,1195370,1214261
713415,2,2040565,1195375,1214261
714564,2,2040565,1195464,1214261
705982,2,2040565,1195644,1214261
714027,2,2040565,1195843,1214261
710296,2,2040565,1195962,1214261
721684,2,2040565,1196119,1214261
713234,2,2040565,1196338,1214261
712275,2,2040565,1196509,1214261
715119,2,2040565,1196843,1214261
718726,2,2040565,1197045,1214261
709828,2,2040565,1197410,1214261
714711,2,2040565,1197427,1214261
710235,2,2040565,1197492,1214261
724219,2,2040565,1197558,1214261
704192,2,2040565,1197596,1214261
713357,2,2040565,1197716,1214261
713547,2,2040565,1197904,1214261
714444,2,2040565,1198040,1214261
726693,2,2040565,1198171,1214261
703814,2,2040565,1198385,1214261
728662,2,2040565,1198399,1214261
717119,2,2040565,1198404,1214261
1376868,2,2040565,1198407,1214261
713989,2,2040565,1198416,1214261
713725,2,2040565,1198508,1214261
724268,2,2040565,1198583,1214261
723609,2,2040565,1198614,1214261
707887,2,2040565,1198648,1214261
721217,2,2040565,1198740,1214261
728973,2,2040565,1198769,1214261
720718,2,2040565,1198858,1214261
728824,2,2040565,1198908,1214261
716970,2,2040565,1199311,1214261
725626,2,2040565,1199521,1214261
713434,2,2040565,1199599,1214261
707344,2,2040565,1199644,1214261
708001,2,2040565,1199765,1214261
725683,2,2040565,1200033,1214261
718213,2,2040565,1200044,1214261
1376868,2,2040565,1200076,1214261
716616,2,2040565,1200741,1214261
292073,2,2040565,1200908,1214261
714225,2,2040565,1201294,1214261
718135,2,2040565,1201343,1214261
721402,2,2040565,1201443,1214261
270137,2,2040565,1201745,1214261
725990,2,2040565,1201823,1214261
703750,2,2040565,1201940,1214261
707237,2,2040565,1201946,1214261
713056,2,2040565,1202063,1214261
703244,2,2040565,1202265,1214261
704509,2,2040565,1202267,1214261
726893,2,2040565,1202306,1214261
718031,2,2040565,1202452,1214261
526409,2,2040565,1202503,1214261
712697,2,2040565,1202531,1214261
713997,2,2040565,1202536,1214261
709857,2,2040565,1202546,1214261
1376868,2,2040565,1202570,1214261
708673,2,2040565,1202779,1214261
714814,2,2040565,1202891,1214261
712900,2,2040565,1202908,1214261
716183,2,2040565,1202993,1214261
724490,2,2040565,1203072,1214261
713563,2,2040565,1203170,1214261
708606,2,2040565,1203211,1214261
713489,2,2040565,1203214,1214261
719464,2,2040565,1203230,1214261
716862,2,2040565,1203256,1214261
713743,2,2040565,1203265,1214261
711561,2,2040565,1203422,1214261
715046,2,2040565,1203550,1214261
718118,2,2040565,1203591,1214261
711404,2,2040565,1203675,1214261
705871,2,2040565,1203842,1214261
717906,2,2040565,1203844,1214261
720534,2,2040565,1204030,1214261
714056,2,2040565,1204458,1214261
712815,2,2040565,1204555,1214261
720407,2,2040565,1204655,1214261
714046,2,2040565,1204755,1214261
721130,2,2040565,1204765,1214261
717611,2,2040565,1204841,1214261
706980,2,2040565,1204927,1214261
724701,2,2040565,1205195,1214261
1963161,2,2040565,1205232,1214261
727154,2,2040565,1205400,1214261
716406,2,2040565,1205417,1214261
713892,2,2040565,1205456,1214261
714752,2,2040565,1205628,1214261
714940,2,2040565,1205952,1214261
713855,2,2040565,1206164,1214261
719189,2,2040565,1206164,1214261
713639,2,2040565,1206207,1214261
712653,2,2040565,1206332,1214261
703124,2,2040565,1206364,1214261
714401,2,2040565,1206652,1214261
714230,2,2040565,1206746,1214261
713909,2,2040565,1206814,1214261
707951,2,2040565,1206897,1214261
714252,2,2040565,1206982,1214261
713294,2,2040565,1207060,1214261
718412,2,2040565,1207062,1214261
718024,2,2040565,1207202,1214261
709643,2,2040565,1207301,1214261
710552,2,2040565,1207325,1214261
721417,2,2040565,1207545,1214261
721022,2,2040565,1207567,1214261
713687,2,2040565,1207598,1214261
705743,2,2040565,1207857,1214261
715298,2,2040565,1207954,1214261
726991,2,2040565,1208282,1214261
724038,2,2040565,1208495,1214261
714083,2,2040565,1208685,1214261
729217,2,2040565,1208752,1214261
711493,2,2040565,1208781,1214261
715871,2,2040565,1208789,1214261
708349,2,2040565,1209054,1214261
721632,2,2040565,1209089,1214261
704238,2,2040565,1209099,1214261
713076,2,2040565,1209119,1214261
721632,2,2040565,1209153,1214261
712142,2,2040565,1209221,1214261
708312,2,2040565,1209275,1214261
713909,2,2040565,1209434,1214261
718305,2,2040565,1209543,1214261
708638,2,2040565,1209572,1214261
711085,2,2040565,1209647,1214261
713245,2,2040565,1209676,1214261
718131,2,2040565,1209685,1214261
715459,2,2040565,1209838,1214261
718352,2,2040565,1210068,1214261
727829,2,2040565,1210083,1214261
721964,2,2040565,1210096,1214261
714132,2,2040565,1210199,1214261
714046,2,2040565,1210567,1214261
717620,2,2040565,1210654,1214261
713444,2,2040565,1210707,1214261
712100,2,2040565,1210726,1214261
704299,2,2040565,1210955,1214261
726132,2,2040565,1211084,1214261
721623,2,2040565,1211147,1214261
705719,2,2040565,1211200,1214261
717530,2,2040565,1211256,1214261
1376868,2,2040565,1211503,1214261
718268,2,2040565,1211558,1214261
713489,2,2040565,1211702,1214261
720039,2,2040565,1211965,1214261
727375,2,2040565,1212014,1214261
706387,2,2040565,1212125,1214261
723306,2,2040565,1212382,1214261
713979,2,2040565,1212611,1214261
712773,2,2040565,1212667,1214261
713085,2,2040565,1213002,1214261
703045,2,2040565,1213111,1214261
723399,2,2040565,1213418,1214261
721083,2,2040565,1213494,1214261
710605,2,2040565,1213538,1214261
720495,2,2040565,1213620,1214261
729339,2,2040565,1213724,1214261
713035,2,2040565,1213810,1214261
729570,2,2040565,1213891,1214261
727879,2,2040565,1214023,1214261
714578,2,2040565,1214029,1214261
713005,2,2040565,1214100,1214261
726044,2,2040565,1214154,1214261
722090,2,2040565,1214158,1214261
715785,2,2040565,1214214,1214261
713701,0,728238,1128038,1214261
713701,0,707633,1128091,1214261
716118,0,713489,1128167,1214261
713489,0,712941,1128220,1214261
715910,0,713489,1128257,1214261
711174,0,713701,1128550,1214261
713701,0,712054,1128623,1214261
725984,0,713701,1128823,1214261
713701,0,706024,1128884,1214261
713489,0,714027,1128919,1214261
713876,0,713385,1128932,1214261
704141,0,713876,1128950,1214261
727617,0,713947,1129068,1214261
713489,0,718457,1129101,1214261
714301,0,709888,1129177,1214261
723172,0,713489,1129266,1214261
713701,0,706270,1129346,1214261
715477,0,713701,1129406,1214261
713429,0,710474,1129561,1214261
716494,0,713947,1129592,1214261
707599,0,1376868,1129670,1214261
712773,0,1376868,1130159,1214261
728509,0,1376868,1130456,1214261
707869,0,713489,1130465,1214261
713429,0,715972,1130497,1214261
728861,0,714659,1130502,1214261
704874,0,1376868,1130638,1214261
713366,0,713701,1131047,1214261
715349,0,1376868,1131101,1214261
713489,0,717608,1131324,1214261
707084,0,713489,1131332,1214261
718507,0,713701,1131350,1214261
713701,0,713085,1131394,1214261
707583,0,713489,1131630,1214261
713489,0,725239,1131644,1214261
712849,0,713701,1131712,1214261
713701,0,723069,1131716,1214261
713767,0,713701,1131878,1214261
713701,0,713725,1131929,1214261
713701,0,704505,1132170,1214261
1376868,0,708472,1132309,1214261
713489,0,712079,1132363,1214261
714826,0,713489,1132380,1214261
270143,0,1376868,1132398,1214261
713947,0,1981017,1132426,1214261
725209,0,713947,1132437,1214261
709491,0,713489,1132514,1214261
707432,0,713701,1132517,1214261
715272,0,716098,1132761,1214261
1376868,0,713736,1132799,1214261
725672,0,1376868,1132803,1214261
713489,0,725620,1132880,1214261
705695,0,713701,1133048,1214261
711498,0,713701,1133262,1214261
719140,0,720918,1133499,1214261
713400,0,713701,1133535,1214261
712815,0,713701,1133596,1214261
717178,0,712067,1133704,1214261
1376868,0,712896,1134090,1214261
1376868,0,716691,1134098,1214261
713736,0,713701,1134357,1214261
713701,0,718810,1134398,1214261
713947,0,711282,1134585,1214261
710979,0,713947,1134797,1214261
713947,0,720739,1134809,1214261
725863,0,713701,1134851,1214261
713701,0,720363,1134913,1214261
723593,0,713701,1134925,1214261
712269,0,713701,1135035,1214261
713701,0,706270,1135057,1214261
